country,region,education level,gender,age group,household size,crop type,farming experience,land tenure,fertiliser,certified seeds,pest management,phone ownership,internet use,agricultural financing,bank account,mobile account,losses-rain pattern,losses-drought,losses-heatwave,losses-storms,losses-mudslides,farmer organization,service provider awareness,agricultural continuity,land expansion,fertiliser_score,seed_score,pest_score,adoption_score,high_adoption,climate_risk_score,high_climate_risk
Kenya,Eastern Africa,primary,female,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,tertiary education,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,15.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,4.0,cash crops,5.0,own part of the land and rent the rest,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own part of the land and rent the rest,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,7.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,6.0,cash crops,5.0,own part of the land and rent the rest,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,12.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,8.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,no,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,no,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,7.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,7.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,8.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,no,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,primary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,7.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,0,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,yes,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,3.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,4.0,cash crops,5.0,own part of the land and rent the rest,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,tertiary education,male,45-54,7.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,1.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,female,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,male,45-54,6.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,2.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,secondary,male,45-54,5.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Kenya,Eastern Africa,primary,female,45-54,4.0,cash crops,5.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,0,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
