country,region,education level,gender,age group,household size,crop type,farm size (acres),farming experience,land tenure,fertiliser,certified seeds,pest management,phone ownership,internet use,agricultural financing,bank account,mobile account,losses-rain pattern,losses-drought,losses-heatwave,losses-storms,losses-mudslides,farmer organization,service provider awareness,agricultural continuity,land expansion
Ghana,Western Africa,,male,55-64,15,food crops,,,rent all the land,,,,yes,,no,no,yes,yes,no,no,no,no,no,no,,
Ghana,Western Africa,,male,55-64,8,food crops,,,rent all the land,,,,no,,no,no,no,no,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,45-54,1,food crops,,,own all the land,,,,yes,,no,no,yes,yes,no,no,no,no,no,yes,,
Ghana,Western Africa,,male,65 or older,6,food crops,,,rent all the land,,,,yes,,no,no,no,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,female,35-44,8,food crops,,,rent all the land,,,,yes,,no,yes,yes,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,35-44,12,food crops,,,rent all the land,,,,yes,,no,yes,no,,,,,,no,yes,,
Ghana,Western Africa,,female,55-64,7,food crops,,,rent all the land,,,,yes,,no,yes,yes,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,65 or older,3,food crops,,,rent all the land,,,,yes,,no,no,no,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,65 or older,6,food crops,,,rent all the land,,,,yes,,yes,no,yes,yes,no,no,no,no,yes,yes,,
Ghana,Western Africa,,female,35-44,5,food crops,,,rent all the land,,,,yes,,no,yes,yes,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,25-34,2,food crops,,,rent all the land,,,,yes,,no,no,no,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,25-34,5,food crops,,,rent all the land,,,,yes,,yes,no,yes,no,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,65 or older,5,food crops,,,own all the land,,,,yes,,yes,yes,no,,,,,,yes,yes,,
Ghana,Western Africa,,female,45-54,6,food crops,,,rent all the land,,,,no,,no,no,no,,,,,,yes,yes,,
Ghana,Western Africa,,female,45-54,12,food crops,,,rent all the land,,,,yes,,no,no,yes,,,,,,yes,yes,,
Ghana,Western Africa,,female,55-64,5,food crops,,,rent all the land,,,,yes,,yes,no,yes,yes,no,no,no,no,no,yes,,
Ghana,Western Africa,,male,25-34,8,food crops,,,rent all the land,,,,yes,,no,no,yes,yes,no,no,no,no,yes,yes,,
Ghana,Western Africa,,female,35-44,6,food crops,,,rent all the land,,,,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Ghana,Western Africa,,female,45-54,5,food crops,,,rent all the land,,,,yes,,no,yes,yes,no,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,female,35-44,3,food crops,,,rent all the land,,,,yes,,no,no,no,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,male,,4,food crops,,,rent all the land,,,,yes,,no,no,yes,,,,,,yes,yes,,
Ghana,Western Africa,,female,35-44,9,food crops,,,rent all the land,,,,no,,no,no,no,,,,,,yes,yes,,
Ghana,Western Africa,,female,55-64,5,food crops,,,rent all the land,,,,yes,,no,yes,yes,yes,yes,no,no,no,yes,yes,,
Ghana,Western Africa,,female,55-64,7,food crops,,,rent all the land,,,,yes,,no,no,yes,yes,no,no,no,no,yes,yes,,
Ghana,Western Africa,,female,55-64,6,food crops,,,rent all the land,,,,yes,,no,yes,no,yes,yes,no,no,no,yes,yes,,
Nigeria,Western Africa,no education,male,45-54,13,food crops,,,rent all the land,no,no,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,45-54,9,food crops,,,own all the land,no,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,8,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,25-34,18,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,25-34,10,food crops,,,own all the land,yes,no,no,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,45-54,12,food crops,,,own all the land,no,yes,no,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,,6,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,female,18-24,7,food crops,,,rent all the land,yes,no,yes,no,,no,no,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,45-54,5,food crops,,,own all the land,no,no,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,no education,female,55-64,3,food crops,,,own all the land,yes,no,yes,no,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,no education,female,45-54,15,food crops,,,own all the land,yes,yes,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,5,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,20,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,primary,male,25-34,20,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,,,,,food crops,,,own all the land,,,,,,,,,,,,,,,,,
Nigeria,Western Africa,tertiary education,male,35-44,8,food crops,,,rent all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,65 or older,4,food crops,,,own all the land,no,yes,yes,yes,,yes,no,no,,,,,,no,no,,
Nigeria,Western Africa,no education,female,35-44,12,food crops,,,rent all the land,yes,no,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,8,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,female,55-64,20,food crops,,,own part of the land and rent the rest,no,no,yes,yes,,yes,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,primary,male,35-44,8,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,8,food crops,,,own all the land,no,yes,no,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,25-34,7,food crops,,,rent all the land,yes,no,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,no education,female,45-54,10,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,no,no,yes,no,no,yes,yes,,
Nigeria,Western Africa,no education,female,25-34,30,food crops,,,own all the land,yes,no,yes,no,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,,15,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,no,no,yes,no,no,no,yes,,
Nigeria,Western Africa,no education,male,35-44,12,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,tertiary education,male,25-34,6,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,yes,yes,no,no,no,yes,,
Nigeria,Western Africa,primary,male,45-54,20,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,yes,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,9,food crops,,,,no,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,55-64,8,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,no,yes,yes,no,no,no,no,,
Nigeria,Western Africa,primary,male,35-44,10,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,5,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,16,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,yes,no,no,no,no,,
Nigeria,Western Africa,tertiary education,male,45-54,8,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,5,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,35-44,6,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,male,55-64,10,food crops,,,,no,no,yes,yes,,no,no,no,no,yes,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,9,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,no education,male,45-54,2,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,male,45-54,11,food crops,,,own all the land,no,no,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,14,food crops,,,own part of the land and rent the rest,yes,no,no,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,primary,male,,12,food crops,,,own all the land,yes,no,no,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,primary,male,35-44,4,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,45-54,15,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,6,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,25,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,18-24,8,food crops,,,own all the land,yes,no,no,no,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,25-34,8,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,6,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,no,no,yes,no,no,yes,no,,
Nigeria,Western Africa,primary,female,45-54,12,food crops,,,own all the land,no,no,yes,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,18-24,4,food crops,,,own all the land,yes,no,yes,yes,,yes,no,no,,,,,,yes,no,,
Nigeria,Western Africa,tertiary education,male,35-44,2,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,5,food crops,,,own all the land,yes,no,yes,no,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,female,35-44,9,food crops,,,own all the land,no,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,female,45-54,4,food crops,,,rent all the land,no,yes,yes,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,65 or older,20,food crops,,,own all the land,yes,no,yes,yes,,yes,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,no education,female,55-64,3,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,7,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,male,25-34,5,food crops,,,own all the land,yes,no,yes,no,,yes,no,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,45-54,6,food crops,,,own all the land,yes,no,yes,no,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,primary,female,45-54,4,food crops,,,own all the land,yes,no,yes,no,,no,no,no,yes,no,no,no,no,yes,no,,
Nigeria,Western Africa,tertiary education,male,35-44,3,food crops,,,own all the land,no,no,no,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,55-64,10,food crops,,,rent all the land,yes,yes,yes,yes,,yes,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,8,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,tertiary education,male,,10,food crops,,,rent all the land,yes,no,yes,yes,,no,i prefer not to say,i prefer not to say,,,,,,yes,no,,
Nigeria,Western Africa,secondary,male,25-34,9,food crops,,,own all the land,no,yes,yes,no,,yes,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,tertiary education,male,55-64,4,food crops,,,rent all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,45-54,7,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,no,no,yes,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,3,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,primary,male,55-64,5,food crops,,,own all the land,yes,no,yes,no,,no,no,no,yes,no,yes,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,4,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,primary,male,25-34,7,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,no,no,yes,no,no,yes,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,10,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,18-24,8,food crops,,,own all the land,no,no,yes,no,,yes,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,8,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,female,,15,food crops,,,rent all the land,yes,no,yes,no,,no,no,no,yes,no,no,no,no,yes,no,,
Nigeria,Western Africa,secondary,male,35-44,10,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,6,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,primary,male,35-44,4,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,9,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,tertiary education,male,45-54,6,food crops,,,own all the land,yes,no,yes,yes,,yes,yes,no,yes,yes,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,,6,food crops,,,own all the land,yes,no,no,yes,,no,yes,yes,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,7,food crops,,,own all the land,no,no,yes,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,female,45-54,7,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,55-64,9,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,,7,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,6,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,45-54,9,food crops,,,own all the land,yes,yes,yes,yes,,yes,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,3,food crops,,,own all the land,no,no,no,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,10,food crops,,,rent all the land,yes,no,no,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,7,food crops,,,own all the land,yes,no,no,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,10,food crops,,,,yes,yes,yes,yes,,no,yes,no,yes,no,yes,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,5,food crops,,,own all the land,no,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,primary,male,55-64,8,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,no education,male,45-54,7,food crops,,,own all the land,no,no,yes,no,,no,no,no,no,yes,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,55-64,20,food crops,,,own all the land,yes,no,yes,no,,yes,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,primary,male,35-44,7,food crops,,,,yes,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,male,45-54,8,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,5,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,,,,,food crops,,,,,,,,,,,,,,,,,,,,
Nigeria,Western Africa,secondary,male,25-34,8,food crops,,,own all the land,yes,yes,yes,yes,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,45-54,5,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,25-34,10,food crops,,,own all the land,yes,no,yes,no,,no,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,primary,male,35-44,9,food crops,,,own all the land,no,no,no,yes,,no,no,no,yes,no,no,no,no,yes,no,,
Nigeria,Western Africa,primary,male,45-54,7,food crops,,,own all the land,yes,yes,yes,yes,,no,no,no,yes,no,yes,no,no,no,no,,
Nigeria,Western Africa,primary,male,45-54,6,food crops,,,own all the land,yes,yes,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,9,food crops,,,own all the land,yes,no,yes,yes,,yes,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,5,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,25-34,19,food crops,,,own all the land,yes,yes,yes,yes,,yes,no,no,,,,,,yes,no,,
Nigeria,Western Africa,tertiary education,male,55-64,9,food crops,,,,yes,no,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,no education,male,35-44,11,food crops,,,own all the land,no,no,yes,yes,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,7,food crops,,,own all the land,yes,yes,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,25-34,1,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,35-44,10,food crops,,,own all the land,no,yes,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,6,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,25-34,3,food crops,,,own all the land,no,no,no,yes,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,tertiary education,male,65 or older,10,food crops,,,own part of the land and rent the rest,no,yes,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,tertiary education,male,65 or older,11,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,,,,,food crops,,,,,,,,,,,,,,,,,,,,
Nigeria,Western Africa,secondary,male,35-44,5,food crops,,,own all the land,no,no,yes,yes,,no,no,no,no,no,yes,no,no,no,yes,,
Nigeria,Western Africa,no education,female,25-34,5,food crops,,,own all the land,no,no,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,4,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,no,,
Nigeria,Western Africa,no education,male,45-54,5,food crops,,,rent all the land,no,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,5,food crops,,,own all the land,yes,yes,yes,yes,,yes,no,no,yes,yes,yes,no,no,no,no,,
Nigeria,Western Africa,primary,male,65 or older,7,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,yes,no,,
Nigeria,Western Africa,primary,male,25-34,7,food crops,,,own all the land,yes,yes,no,no,,no,no,no,yes,no,yes,no,no,no,no,,
Nigeria,Western Africa,primary,male,25-34,5,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,4,food crops,,,own all the land,yes,yes,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,4,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,65 or older,6,food crops,,,rent all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,5,food crops,,,rent all the land,yes,no,no,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,primary,male,35-44,5,food crops,,,own all the land,yes,no,no,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,35-44,5,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,6,food crops,,,own all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,55-64,9,food crops,,,own all the land,yes,no,no,no,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,no education,female,45-54,9,food crops,,,own all the land,no,no,no,no,,no,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,no education,male,45-54,10,food crops,,,own all the land,yes,yes,no,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,no education,male,35-44,6,food crops,,,rent all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,45-54,8,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,55-64,13,food crops,,,own all the land,yes,yes,no,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,female,35-44,9,food crops,,,own all the land,no,no,no,no,,no,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,primary,male,35-44,6,food crops,,,own all the land,yes,no,yes,no,,yes,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,8,food crops,,,own all the land,yes,no,yes,no,,no,no,no,yes,no,no,no,no,yes,no,,
Nigeria,Western Africa,secondary,male,45-54,6,food crops,,,own all the land,no,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,,12,food crops,,,own all the land,yes,no,no,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,primary,male,25-34,4,food crops,,,own all the land,no,yes,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,female,35-44,15,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,45-54,5,food crops,,,,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,4,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,secondary,male,45-54,7,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,yes,no,no,no,no,,
Nigeria,Western Africa,tertiary education,male,45-54,9,food crops,,,own all the land,yes,no,no,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,primary,male,45-54,15,food crops,,,own all the land,yes,no,no,yes,,yes,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,9,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,primary,female,45-54,12,food crops,,,own all the land,yes,yes,yes,yes,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,secondary,female,35-44,9,food crops,,,own all the land,no,no,yes,yes,,no,no,no,,,,,,no,no,,
Nigeria,Western Africa,secondary,male,,10,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,no,,
Nigeria,Western Africa,no education,female,,20,food crops,,,own all the land,yes,no,yes,no,,no,no,no,,,,,,yes,no,,
Nigeria,Western Africa,secondary,female,35-44,8,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,female,45-54,15,food crops,,,own all the land,yes,no,yes,no,,no,no,no,,,,,,yes,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,50,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,25-34,10,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,55-64,8,food crops,,,rent all the land,yes,no,no,yes,,no,yes,no,,,,,,yes,yes,,
Nigeria,Western Africa,primary,male,55-64,15,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,secondary,male,25-34,5,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,yes,yes,,
Nigeria,Western Africa,secondary,male,45-54,10,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,no,no,yes,no,no,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,1,food crops,,,own all the land,yes,no,yes,no,,no,yes,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,7,food crops,,,own all the land,yes,no,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,35-44,22,food crops,,,own all the land,yes,no,yes,yes,,yes,no,no,yes,no,no,no,no,yes,no,,
Nigeria,Western Africa,no education,female,65 or older,1,food crops,,,own all the land,no,no,yes,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,12,food crops,,,own all the land,yes,yes,no,yes,,yes,no,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,no education,male,45-54,5,food crops,,,own all the land,yes,yes,yes,no,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,male,45-54,13,food crops,,,own all the land,no,no,yes,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,no education,male,35-44,6,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,tertiary education,male,45-54,11,food crops,,,rent all the land,yes,no,no,yes,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,5,food crops,,,rent all the land,no,no,yes,yes,,no,yes,no,yes,no,no,no,no,no,no,,
Nigeria,Western Africa,no education,female,35-44,8,food crops,,,own all the land,yes,yes,yes,no,,no,no,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,35-44,6,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,yes,no,no,no,no,no,yes,,
Nigeria,Western Africa,no education,female,35-44,50,food crops,,,own all the land,yes,yes,yes,yes,,no,yes,no,,,,,,no,yes,,
Nigeria,Western Africa,secondary,male,25-34,20,food crops,,,own all the land,yes,no,yes,yes,,no,no,no,,,,,,no,no,,
Nigeria,Western Africa,tertiary education,male,65 or older,8,food crops,,,own all the land,no,no,yes,yes,,no,yes,no,,,,,,yes,yes,,
